id,koder,avis,medieaktoer,valg,laengde,aktoer,institut,medie,stikproeve,ordlyd,usikkerhed,indsamling,metode
93,"Erik Gahner Larsen",0,"Berlingske","2007",194,1,1,1,0,0,0,0,0
93,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",255,2,1,1,0,1,0,0,0
95,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",316,1,1,1,0,0,0,0,0
96,"Erik Gahner Larsen",1,"Berlingske","2005",65,1,1,1,0,0,0,1,0
97,"Simon Grundt Straubinger",1,"Berlingske","2011",1439,3,1,1,1,1,0,1,1
97,"Simon Grundt Straubinger",1,"Berlingske","2007",2179,3,1,1,0,0,0,0,0
97,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",140,1,1,1,0,0,0,0,0
97,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",596,2,1,1,0,0,0,0,0
98,"Simon Grundt Straubinger",1,"Berlingske","2007",411,2,1,1,0,0,0,0,0
98,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",306,1,1,1,1,1,1,1,1
98,"Erik Gahner Larsen",1,"Politiken","2011",584,4,1,1,0,0,0,0,0
99,"Simon Grundt Straubinger",0,"Berlingske","2011",317,1,1,1,1,0,1,1,0
100,"Erik Gahner Larsen",1,"Politiken","2005",193,1,1,1,1,1,0,1,1
100,"Erik Gahner Larsen",0,"Berlingske","2007",347,3,1,1,0,0,0,0,0
101,"Erik Gahner Larsen",1,"Berlingske","2005",65,1,1,1,0,0,0,1,0
101,"Erik Gahner Larsen",1,"Politiken","2005",69,1,1,1,1,0,0,1,0
101,"Simon Grundt Straubinger",1,"Berlingske","2011",912,4,1,1,1,1,1,1,1
103,"Simon Grundt Straubinger",1,"Berlingske","2007",89,1,1,1,0,0,0,0,0
103,"Erik Gahner Larsen",0,"Berlingske","2007",205,1,1,0,0,0,0,0,0
103,"Simon Grundt Straubinger",0,"Berlingske","2011",292,2,1,1,0,0,0,0,0
104,"Simon Grundt Straubinger",1,"Berlingske","2007",512,3,1,1,0,0,0,0,0
104,"Erik Gahner Larsen",1,"Politiken","2005",194,1,1,1,1,1,0,1,1
104,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",171,3,1,1,0,0,0,0,0
105,"Erik Gahner Larsen",0,"Berlingske","2007",203,1,1,1,1,0,0,0,0
105,"Simon Grundt Straubinger",0,"Berlingske","2011",348,1,1,1,1,0,1,1,0
106,"Simon Grundt Straubinger",1,"Jyllands-Posten","2005",487,4,1,1,0,0,0,0,0
106,"Erik Gahner Larsen",1,"Politiken","2005",72,1,1,1,0,1,0,0,0
106,"Simon Grundt Straubinger",1,"Berlingske","2011",1501,3,1,1,1,0,0,0,0
107,"Simon Grundt Straubinger",1,"Berlingske","2011",102,1,1,1,0,0,0,0,0
107,"Erik Gahner Larsen",1,"Berlingske","2005",110,1,1,1,0,0,0,0,0
108,"Erik Gahner Larsen",1,"Berlingske","2005",65,1,1,1,0,0,0,1,0
108,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",125,2,1,0,0,0,0,0,0
108,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",351,1,1,1,1,1,1,1,1
108,"Simon Grundt Straubinger",0,"Berlingske","2011",332,3,1,1,0,0,0,0,0
109,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",181,1,1,1,1,1,1,1,1
109,"Erik Gahner Larsen",0,"Berlingske","2007",165,1,0,0,0,0,0,1,0
110,"Erik Gahner Larsen",1,"Politiken","2005",191,1,1,1,1,1,0,1,1
110,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",338,1,1,1,1,0,0,1,1
110,"Erik Gahner Larsen",0,"Politiken","2011",224,1,1,1,0,0,1,0,0
111,"Simon Grundt Straubinger",1,"Jyllands-Posten","2005",427,2,1,1,0,0,0,0,0
111,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",387,3,1,1,0,0,0,0,0
112,"Simon Grundt Straubinger",1,"Jyllands-Posten","2005",336,2,1,1,0,0,0,0,0
114,"Erik Gahner Larsen",1,"Berlingske","2005",65,1,1,1,0,0,0,1,0
114,"Erik Gahner Larsen",1,"Politiken","2005",190,1,1,1,1,1,0,1,1
114,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",85,1,1,1,0,0,0,1,0
115,"Erik Gahner Larsen",0,"Politiken","2011",233,1,1,1,0,0,1,0,0
115,"Simon Grundt Straubinger",0,"Berlingske","2011",303,1,1,1,1,0,1,1,1
116,"Simon Grundt Straubinger",0,"Berlingske","2011",502,2,1,1,1,1,1,1,1
118,"Erik Gahner Larsen",1,"Politiken","2005",190,1,1,1,1,1,0,1,1
118,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",229,2,1,1,0,1,0,0,0
118,"Erik Gahner Larsen",0,"Berlingske","2007",315,2,1,1,0,0,0,1,1
118,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",147,1,1,1,0,0,0,0,0
118,"Erik Gahner Larsen",1,"Berlingske","2005",127,1,0,1,0,0,0,0,0
118,"Erik Gahner Larsen",0,"Politiken","2011",319,3,1,1,1,0,0,1,0
119,"Erik Gahner Larsen",0,"Politiken","2011",504,4,1,1,1,1,0,0,0
119,"Erik Gahner Larsen",1,"Berlingske","2005",65,1,1,1,0,0,0,1,0
120,"Simon Grundt Straubinger",0,"Berlingske","2011",374,1,1,1,1,0,1,1,1
120,"Erik Gahner Larsen",0,"Berlingske","2007",195,1,1,1,0,0,0,0,0
121,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",330,1,1,1,1,0,0,1,0
122,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",474,2,1,1,1,1,0,1,0
122,"Erik Gahner Larsen",0,"Berlingske","2007",319,1,1,1,1,0,0,1,0
122,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",183,1,1,1,0,0,0,0,0
123,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",274,4,1,1,0,0,0,0,0
124,"Erik Gahner Larsen",0,"Politiken","2011",164,1,1,1,1,0,0,0,0
126,"Simon Grundt Straubinger",1,"Jyllands-Posten","2005",361,2,1,1,0,0,0,0,0
126,"Erik Gahner Larsen",1,"Berlingske","2005",464,2,1,1,1,0,0,1,0
127,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",453,3,1,1,0,1,0,0,0
127,"Erik Gahner Larsen",0,"Berlingske","2007",392,2,1,1,1,0,0,1,1
127,"Simon Grundt Straubinger",0,"Berlingske","2011",430,1,1,1,1,0,1,1,1
128,"Erik Gahner Larsen",0,"Berlingske","2007",194,3,1,1,0,0,0,0,0
129,"Erik Gahner Larsen",0,"Politiken","2011",120,1,1,1,0,0,0,0,0
129,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",233,1,1,1,0,0,0,0,0
129,"Erik Gahner Larsen",0,"Berlingske","2007",167,1,1,1,1,0,0,1,0
130,"Erik Gahner Larsen",0,"Berlingske","2007",205,1,1,1,0,0,1,0,0
130,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",349,2,1,1,0,0,0,0,0
130,"Simon Grundt Straubinger",0,"Berlingske","2011",332,1,1,1,1,0,1,1,0
134,"Erik Gahner Larsen",0,"Berlingske","2007",538,4,1,1,0,0,0,0,0
135,"Simon Grundt Straubinger",0,"Berlingske","2011",298,2,1,0,0,0,0,0,0
135,"Erik Gahner Larsen",1,"Politiken","2005",184,1,1,1,1,1,0,1,1
138,"Erik Gahner Larsen",0,"Berlingske","2007",437,2,1,0,0,0,0,0,0
138,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",294,1,1,1,0,0,0,1,1
138,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",298,3,1,1,1,1,0,1,0
139,"Erik Gahner Larsen",0,"Berlingske","2007",112,1,1,1,0,0,0,0,0
140,"Simon Grundt Straubinger",0,"Berlingske","2011",313,1,1,1,1,0,1,1,1
140,"Erik Gahner Larsen",0,"Berlingske","2007",505,1,1,1,1,0,1,1,1
140,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",147,1,1,1,0,0,0,0,0
140,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",357,1,1,1,0,0,0,0,0
141,"Erik Gahner Larsen",0,"Berlingske","2007",173,1,1,1,0,0,0,0,0
142,"Simon Grundt Straubinger",0,"Berlingske","2011",337,3,1,1,1,0,0,1,0
143,"Erik Gahner Larsen",0,"Berlingske","2007",182,1,1,1,0,0,0,0,0
143,"Simon Grundt Straubinger",0,"Berlingske","2011",222,1,1,1,0,0,0,0,0
143,"Erik Gahner Larsen",1,"Politiken","2005",195,1,1,1,1,1,0,1,1
144,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",569,2,1,1,1,0,0,1,0
144,"Erik Gahner Larsen",0,"Berlingske","2007",141,1,1,1,0,0,0,0,0
148,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",253,1,1,1,1,0,0,0,0
149,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",218,1,1,1,0,0,0,0,0
149,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",322,4,1,1,0,0,0,0,0
150,"Erik Gahner Larsen",0,"Politiken","2011",570,4,1,1,0,0,0,0,0
150,"Erik Gahner Larsen",0,"Berlingske","2007",143,1,1,1,1,0,0,0,0
152,"Simon Grundt Straubinger",0,"Berlingske","2011",558,3,1,1,1,0,1,1,1
154,"Erik Gahner Larsen",0,"Politiken","2011",255,2,1,1,0,0,0,0,0
154,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",199,3,1,1,0,0,0,0,0
155,"Simon Grundt Straubinger",0,"Berlingske","2011",349,1,1,1,1,0,0,0,0
156,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",253,2,1,1,0,0,0,0,0
157,"Simon Grundt Straubinger",0,"Berlingske","2011",394,4,1,1,0,0,0,0,0
157,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",607,1,1,1,0,0,0,0,0
157,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",376,4,1,1,1,1,0,1,0
158,"Erik Gahner Larsen",0,"Berlingske","2007",88,1,1,1,0,0,0,0,0
158,"Simon Grundt Straubinger",0,"Berlingske","2011",310,1,1,1,0,0,0,0,0
159,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",316,2,1,1,1,0,0,1,0
160,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",151,1,1,1,0,0,0,0,0
160,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",139,1,1,0,0,0,0,0,0
161,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",366,2,1,1,1,0,0,0,0
165,"Erik Gahner Larsen",0,"Berlingske","2007",155,1,1,1,1,0,0,0,0
167,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",508,2,1,1,0,0,0,0,0
168,"Erik Gahner Larsen",0,"Berlingske","2007",143,1,1,1,1,0,0,1,0
169,"Erik Gahner Larsen",0,"Berlingske","2007",168,1,1,1,1,0,0,1,0
172,"Simon Grundt Straubinger",0,"Berlingske","2011",86,1,1,1,0,0,0,1,1
173,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",574,4,1,1,0,0,0,0,0
175,"Simon Grundt Straubinger",0,"Berlingske","2011",92,1,1,1,1,1,1,1,1
175,"Simon Grundt Straubinger",0,"Jyllands-Posten","2011",290,1,1,1,1,1,1,1,1
181,"Simon Grundt Straubinger",0,"Berlingske","2011",2951,1,1,1,1,1,1,1,1
182,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",135,1,1,1,0,0,0,1,0
183,"Simon Grundt Straubinger",0,"Jyllands-Posten","2007",212,1,1,1,0,0,1,0,0
184,"Simon Grundt Straubinger",0,"Berlingske","2011",361,1,1,1,1,0,1,1,1
188,"Simon Grundt Straubinger",0,"Berlingske","2011",176,1,1,1,1,1,1,1,0
202,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",395,3,1,1,1,1,0,1,0
206,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",115,1,1,0,0,0,0,0,0
211,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",320,4,1,1,1,1,0,1,0
214,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",580,3,1,1,1,1,0,1,0
229,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",481,2,1,1,1,0,0,1,0
231,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",257,2,1,1,1,0,0,0,0
246,"Erik Gahner Larsen",1,"Jyllands-Posten","2007",547,3,1,1,1,1,0,1,0
